SYMBOL	TRANSCRIPT	COHORT	CANCER_TYPE	MUTATIONS	SAMPLES_COHORT	ALL_METHODS	SIG_METHODS	QVALUE_COMBINATION	QVALUE_CGC_COMBINATION	RANKING	TIER	ROLE	CGC_GENE	TIER_CGC	CGC_CANCER_GENE	SIGNATURE9	SIGNATURE10	WARNING_EXPRESSION	WARNING_GERMLINE	SAMPLES_3MUTS	OR_WARNING	WARNING_ARTIFACT	KNOWN_ARTIFACT	NUM_PAPERS	WARNING_ENSEMBL_TRANSCRIPTS	DRIVER	FILTER
TG	ENST00000220616	CBIOP_WXS_BLCA_BGI	BLCA	6.0	79	cbase	combination	0.0002771485627244		121.0	3	Act	False		False	0.0	0.0	False	False	0.0	False	True	False	1.0	False	False	No driver
TG	ENST00000220616	CBIOP_WXS_BRCA_MBCP_PRY_NOTREAT_2020	BRCA	4.0	37	smregions	combination	0.1259049586653325		124.0	4	Act	False		False	0.0	0.25	False	False	0.0	False	True	False	1.0	False	False	No driver
TG	ENST00000220616	CBIOP_WXS_BRCA_MBCP_MET_TREAT_2020	BRCA	7.0	33	smregions,mutpanning	combination	0.0038310339745064		16.0	3	LoF	False		False	0.1428571428571428	0.0	False	False	0.0	False	True	False	1.0	False	False	No driver
TG	ENST00000220616	PCAWG_WGS_KIDNEY_RCC	CCRCC	4.0	143	smregions	combination	0.0007937726726488		38.0	3	LoF	False		False	0.0	0.0	False	False	0.0	False	True	False	1.0	False	False	No driver
TG	ENST00000220616	TCGA_WXS_CESC	CESC	16.0	288	cbase	cbase	3.08872303894861e-05		46.0	1	LoF	False		False	0.0	0.0	False	False	0.0	False	True	False	1.0	False	False	No driver
TG	ENST00000220616	ICGC_WGS_HCC_LICA_FR_2019	HCC	3.0	32	mutpanning	combination	0.0034451948721145		37.0	1	Act	False		False	0.0	0.0	False	False	0.0	False	True	False	1.0	False	False	No driver
TG	ENST00000220616	ICGC_WXS_HCC_LICA_FR_2019	HCC	6.0	211	oncodriveclustl,smregions	combination	0.2594588563984482		62.0	4	ambiguous	False		False	0.0	0.0	False	False	0.0	False	True	False	1.0	False	False	No driver
TG	ENST00000220616	TCGA_WXS_HCC	HCC	17.0	360	cbase,mutpanning	cbase,mutpanning	1.676119566657346e-06		29.0	1	LoF	False		False	0.0	0.0	False	False	1.0	False	True	False	1.0	False	True	Samples with more than 2 mutations
TG	ENST00000220616	PCAWG_WGS_CNS_MEDULLO	MBL	3.0	141	smregions,cbase	combination	0.0036093066928443		55.0	3	Act	False		False	0.0	0.0	False	False	0.0	False	True	False	1.0	False	False	No driver
TG	ENST00000220616	HARTWIG_WGS_NETNOS_2023	NETNOS	2.0	23	oncodrivefml,cbase	combination	0.0011205984081645		77.0	3	LoF	False		False	0.0	0.0	False	False	0.0	False	True	False	1.0	False	False	No driver
TG	ENST00000220616	ICGC_WGS_NPC_ORCA_IN_2019	NPC	2.0	12	cbase	combination	0.0082488641902609		25.0	1	Act	False		False	0.0	0.0	False	False	0.0	False	True	False	1.0	False	False	No driver
TG	ENST00000220616	HARTWIG_WGS_NSCLC_2023	NSCLC	54.0	510	smregions	combination	0.2938297516685189		114.0	4	ambiguous	False		False	0.0	0.0	False	False	0.0	False	True	False	1.0	False	False	No driver
TG	ENST00000220616	CPTAC_WXS_OVT_2020	OVT	5.0	68	cbase	combination	0.0054782969647464		176.0	3	Act	False		False	0.0	0.0	False	False	0.0	False	True	False	1.0	False	False	No driver
TG	ENST00000220616	HARTWIG_WGS_OVT_2023	OVT	14.0	174	oncodriveclustl	combination	0.1086653969686536		133.0	4	Act	False		False	0.0	0.0	False	False	0.0	False	True	False	1.0	False	False	No driver
TG	ENST00000220616	ICGC_WGS_PAAD_PACA_CA_2019	PAAD	5.0	61	smregions	combination	0.0061826287444725		40.0	1	Act	False		False	0.0	0.0	False	False	0.0	False	True	False	1.0	False	False	No driver
TG	ENST00000220616	HARTWIG_WGS_PANCREAS_2023	PANCREAS	7.0	189	cbase	combination	0.0128448438298803		117.0	3	Act	False		False	0.0	0.0	False	False	0.0	False	True	False	1.0	False	False	No driver
TG	ENST00000220616	PCAWG_WGS_PROST_ADENOCA	PRAD	6.0	199	mutpanning	combination	0.0060489334057669		101.0	3	Act	False		False	0.2	0.0	False	False	0.0	False	True	False	1.0	False	False	No driver
TG	ENST00000220616	CBIOP_WXS_VSC_CUK_2018	VULVA	2.0	15	oncodrivefml,oncodriveclustl,dndscv,cbase,mutpanning	mutpanning	1.2059264630886595e-06		6.0	1	LoF	False		False	0.0	0.0	False	False	0.0	False	True	False	1.0	False	False	No driver
TG	ENST00000220616	HARTWIG_WGS_WDTC_2023	WDTC	3.0	24	oncodrivefml,dndscv	combination	0.1995700019879343		17.0	4	Act	False		False	0.0	0.0	False	False	0.0	False	True	False	1.0	False	False	No driver
TG	ENST00000220616	ICGC_WXS_WDTC_THCA_SA_2019	WDTC	13.0	243	smregions	smregions	0.0157014355544526		59.0	3	Act	False		False	0.0	0.0	False	False	0.0	False	True	False	1.0	False	False	No driver
TG	ENST00000220616	TCGA_WXS_WDTC	WDTC	25.0	488	dndscv,mutpanning	mutpanning	0.0062875814029336		17.0	3	Act	False		False	0.0	0.0	False	False	0.0	False	True	False	1.0	False	False	No driver
TGDS	ENST00000261296	OTHER_WGS_MM_NATLEUK2018	PCM	14.0	933	cbase	cbase	0.0041792396997825		126.0	3	LoF	False		False	0.0833333333333333	0.0	False	False	0.0	False	False	False	0.0	False	False	No driver
TGFBR1	ENST00000374994	CBIOP_WXS_BLCA_DFARBER_MSKCC_2014	BLCA	6.0	50	dndscv,mutpanning	combination	0.0074963089506383		55.0	3	LoF	False		False	0.0	0.0	False	False	0.0	False	False	False	4.0	False	False	No driver
TGFBR1	ENST00000374994	ICGC_WGS_ESCA_ESAD_UK_2019	ESCA	7.0	309	oncodrivefml,cbase	oncodrivefml,cbase	2.3607286211112093e-07		16.0	1	LoF	False		False	0.0	0.0	False	False	0.0	False	False	False	4.0	False	True	PASS
TGFBR1	ENST00000374994	ICGC_WXS_ESCA_ESCA_CN_2019	ESCA	4.0	211	oncodrivefml,cbase	combination	0.0027555862276552		95.0	3	LoF	False		False	0.0	0.0	False	False	0.0	False	False	False	4.0	False	False	No driver
TGFBR1	ENST00000374994	HARTWIG_WGS_NSCLC_2023	NSCLC	10.0	510	oncodrivefml	combination	0.0180047862608347		114.0	3	LoF	False		False	0.0	0.0	False	False	0.0	False	False	False	4.0	False	False	No driver
TGFBR1	ENST00000374994	ICGC_WGS_PAAD_PACA_CA_2019	PAAD	3.0	61	oncodrivefml,dndscv,cbase	cbase	8.001560391537558e-05		18.0	1	LoF	False		False	0.0	0.3333333333333333	False	False	0.0	False	False	False	4.0	False	False	No driver
TGFBR1	ENST00000374994	ICGC_WXS_STAD_GACA_CN_2019	STAD	3.0	84	oncodrivefml,dndscv,cbase	combination	9.4369124214874e-05		14.0	1	LoF	False		False	0.3333333333333333	0.0	False	False	0.0	False	False	False	4.0	False	False	No driver
TGFBR1	ENST00000374994	HARTWIG_WGS_UTUC_2023	UTUC	3.0	28	oncodrivefml,cbase	combination	0.0075678954485081		96.0	3	LoF	False		False	0.0	0.0	False	False	0.0	False	False	False	4.0	False	False	No driver
TGFBR2	ENST00000295754	CPTAC_WXS_CCRCC_2020	CCRCC	2.0	110	oncodrivefml	combination	0.0147888654499008	0.0364630900546836	119.0	2	LoF	True	1.0	False	0.0	0.0	False	False	0.0	False	False	False	7.0	False	True	PASS
TGFBR2	ENST00000295754	HARTWIG_WGS_CEAD_2023	CEAD	4.0	45	oncodrivefml,dndscv,smregions,cbase,mutpanning	combination	8.828644525776749e-08	6.043714284594819e-08	7.0	1	LoF	True	1.0	False	0.0	0.0	False	False	0.0	False	False	False	7.0	False	True	PASS
TGFBR2	ENST00000295754	TCGA_WXS_CESC	CESC	6.0	288	oncodrivefml,dndscv	oncodrivefml	1.3443364929559922e-08	1.296423770030819e-09	27.0	1	LoF	True	1.0	False	0.0	0.0	False	False	0.0	False	False	False	7.0	False	True	PASS
TGFBR2	ENST00000295754	PCAWG_WGS_COLORECT_ADENOCA	COADREAD	3.0	52	oncodrivefml	combination	0.0321813730548393	0.1353324149432324	111.0	2	Act	True	1.0	True	0.0	0.0	False	False	0.0	False	False	False	7.0	False	True	PASS
TGFBR2	ENST00000295754	TCGA_WXS_ESCA	ESCA	10.0	182	hotmaps	combination	4.52475623771202e-05	1.147919544165469e-05	175.0	2	LoF	True	1.0	False	0.0	0.0	False	False	0.0	False	False	False	7.0	False	True	PASS
TGFBR2	ENST00000295754	CPTAC_WXS_HNSC_2020	HNSC	7.0	110	dndscv,cbase	combination	2.894770594342295e-05	1.041336769479916e-05	24.0	1	LoF	True	1.0	True	0.0	0.0	False	False	0.0	False	False	False	7.0	False	True	PASS
TGFBR2	ENST00000295754	TCGA_WXS_HNSC	HNSC	25.0	502	oncodrivefml,dndscv,cbase,mutpanning,hotmaps	oncodrivefml,dndscv,cbase,mutpanning,hotmaps	7.606889303408531e-10	4.8638597392946377e-11	17.0	1	LoF	True	1.0	True	0.0	0.0416666666666666	False	False	0.0	False	False	False	7.0	False	True	PASS
TGFBR2	ENST00000295754	CPTAC_WXS_PAAD_2021	PAAD	6.0	140	dndscv,cbase,mutpanning,hotmaps	cbase	7.621474988513569e-11	3.831820412620584e-11	10.0	1	LoF	True	1.0	False	0.0	0.0	False	False	0.0	False	False	False	7.0	False	True	PASS
TGFBR2	ENST00000295754	ICGC_WGS_PAAD_PACA_CA_2019	PAAD	3.0	61	oncodrivefml,dndscv,smregions	combination	8.001560391537558e-05	0.0002188684274131	10.0	1	Act	True	1.0	False	0.0	0.0	False	False	0.0	False	False	False	7.0	False	True	PASS
TGFBR2	ENST00000295754	ICGC_WXS_PAAD_PACA_AU_2019	PAAD	10.0	134	oncodrivefml,oncodriveclustl,dndscv,smregions,cbase,mutpanning,hotmaps	oncodrivefml,dndscv,smregions,cbase,mutpanning	1.4098465490055113e-21	1.5322583751167685e-21	4.0	1	LoF	True	1.0	False	0.1111111111111111	0.0	False	False	0.0	False	False	False	7.0	False	True	PASS
TGFBR2	ENST00000295754	PCAWG_WGS_PANC_ADENOCA	PAAD	8.0	232	oncodrivefml,dndscv,cbase	combination	0.0001091847990263	3.559023629744761e-05	17.0	1	LoF	True	1.0	False	0.0	0.0	False	False	0.0	False	False	False	7.0	False	True	PASS
TGFBR2	ENST00000295754	TCGA_WXS_PAAD	PAAD	7.0	176	oncodrivefml,dndscv,cbase	oncodrivefml,dndscv,cbase	2.1733301110874644e-08	1.0814514466411921e-08	6.0	1	LoF	True	1.0	False	0.0	0.0	False	False	0.0	False	False	False	7.0	False	True	PASS
TGFBR2	ENST00000295754	HARTWIG_WGS_PANCREAS_2023	PANCREAS	5.0	189	oncodrivefml,dndscv,smregions,cbase	oncodrivefml	2.107272259605466e-06	8.034896500348814e-07	10.0	1	LoF	True	1.0	False	0.0	0.0	False	False	0.0	False	False	False	7.0	False	True	PASS
TGFBR2	ENST00000295754	CBIOP_WGS_STAD_ONCOSG_2018	STAD	9.0	147	mutpanning	combination	0.00777338573607	0.0047104270744497	22.0	2	Act	True	1.0	False	0.0	0.0	False	False	0.0	False	False	False	7.0	False	True	PASS
TGFBR3L	ENST00000565886	HARTWIG_WGS_BLCA_2023	BLCA	7.0	144	dndscv	combination	0.0069062728912685		30.0	3	Act	False		False	0.0	0.0	False	False	0.0	False	False	False	0.0	False	False	No driver
TGFBRAP1	ENST00000393359	TCGA_WXS_BRCA	BRCA	6.0	1009	hotmaps	combination	0.3378113939436663		130.0	4	Act	False		False	0.0	0.0	False	False	0.0	False	False	False	0.0	False	False	No driver
TGFBRAP1	ENST00000393359	CBIOP_WXS_NSCLC_MSKCC_2018	NSCLC	3.0	75	smregions	smregions	0.0024637405170255		40.0	3	Act	False		False	0.0	0.0	False	False	0.0	False	False	False	0.0	False	False	No driver
TGIF1	ENST00000343820	HARTWIG_WGS_COAD_2023	COAD	4.0	125	oncodrivefml,dndscv	combination	0.079294499729611		120.0	4	Act	False		False	0.0	0.0	False	False	0.0	False	False	False	14.0	False	False	No driver
TGIF1	ENST00000343820	HARTWIG_WGS_COADREAD_2023	COADREAD	19.0	528	smregions,mutpanning	mutpanning	0.0038854417155749		30.0	1	Act	False		False	0.0	0.0	False	False	0.0	False	False	False	14.0	False	False	No driver
TGIF1	ENST00000343820	TCGA_WXS_COADREAD	COADREAD	17.0	536	dndscv,cbase,mutpanning	dndscv,cbase,mutpanning	8.189323834914444e-10		27.0	1	LoF	False		False	0.0	0.0	False	False	0.0	False	False	False	14.0	False	True	PASS
TGIF2LX	ENST00000283891	TCGA_WXS_COADREAD	COADREAD	9.0	536	dndscv	dndscv	0.0131774101994127		130.0	3	Act	False		False	0.0	0.0	True	False	0.0	False	False	False	2.0	False	False	No driver
TGIF2LX	ENST00000283891	HARTWIG_WGS_ESCC_2023	ESCC	5.0	140	oncodriveclustl,dndscv,mutpanning	mutpanning	0.0008633297043745		10.0	1	Act	False		False	0.0	0.0	True	False	0.0	False	False	False	2.0	False	False	No driver
TGIF2LX	ENST00000283891	TCGA_WXS_LUSC	LUSC	33.0	472	dndscv	dndscv	0.0028585234518925		46.0	1	Act	False		False	0.0	0.0	False	False	1.0	False	False	False	2.0	False	False	No driver
TGIF2LX	ENST00000283891	HARTWIG_WGS_NSCLC_2023	NSCLC	26.0	510	dndscv	dndscv	0.0863168704498862		161.0	4	LoF	False		False	0.0	0.0	True	False	0.0	False	False	False	2.0	False	False	No driver
TGM2	ENST00000361475	TCGA_WXS_GBM	GBM	12.0	391	hotmaps	combination	0.0001052425634357		72.0	3	LoF	False		False	0.0	0.0	False	False	1.0	False	False	False	7.0	False	False	No driver
TGM2	ENST00000361475	PCAWG_WGS_OVARY_ADENOCA	OVT	2.0	110	oncodriveclustl	combination	0.0064061758244011		140.0	3	Act	False		False	0.0	0.0	False	False	0.0	False	False	False	7.0	False	False	No driver
TGM2	ENST00000361475	TCGA_WXS_OVT	OVT	8.0	409	oncodriveclustl	combination	0.0430821295806547		97.0	3	LoF	False		False	0.0	0.0	False	False	1.0	False	False	False	7.0	False	False	No driver
TGM3	ENST00000381458	HARTWIG_WGS_ESCC_2023	ESCC	5.0	140	smregions,hotmaps	combination	0.023185498522288		23.0	1	Act	False		False	0.0	0.0	True	False	1.0	False	False	False	6.0	False	False	No driver
TGM3	ENST00000381458	CBIOP_WXS_LUAD_BROAD	LUAD	10.0	159	cbase	cbase	0.0001023050907178		16.0	1	LoF	False		False	0.0	0.0	False	False	0.0	False	False	False	6.0	False	False	No driver
TGM4	ENST00000296125	PCAWG_WGS_CERVIX_SCC	CESC	2.0	18	oncodrivefml,cbase,mutpanning	combination	0.0001627301022264		15.0	3	Act	False		False	0.0	0.0	False	False	0.0	False	False	False	0.0	False	False	No driver
TGM7	ENST00000452443	HARTWIG_WGS_GB_2023	GB	2.0	88	oncodrivefml	combination	0.007204340042762		72.0	3	LoF	False		False	0.0	0.0	True	False	0.0	False	False	False	0.0	False	False	No driver
THAP5	ENST00000415914	CBIOP_WXS_BLCA_UTUC_IGBMC_2021	BLCA	2.0	30	dndscv	combination	0.2078267315146005		17.0	4	Act	False		False	0.0	0.0	False	False	0.0	False	False	False	0.0	False	False	No driver
THAP5	ENST00000415914	HARTWIG_WGS_MT_2023	MT	3.0	24	dndscv	combination	0.0055680259312417		17.0	3	LoF	False		False	0.0	0.0	False	False	0.0	False	False	False	0.0	False	False	No driver
THBS1	ENST00000260356	TCGA_WXS_COADREAD	COADREAD	5.0	536	smregions	combination	0.0181575719412256		154.0	3	LoF	False		False	0.0	0.0	False	False	0.0	False	False	False	10.0	False	False	No driver
THBS1	ENST00000260356	TCGA_WXS_HNSC	HNSC	10.0	502	smregions	combination	0.172449300330589		107.0	4	Act	False		False	0.0	0.0	False	False	0.0	False	False	False	10.0	False	False	No driver
THBS2	ENST00000617924	PCAWG_WGS_CNS_MEDULLO	MBL	2.0	141	oncodrivefml	combination	0.0213594341114767		109.0	3	Act	False		False	0.0	0.0	False	False	0.0	False	False	False	5.0	False	False	No driver
THBS2	ENST00000617924	PEDCBIOP_WXS_MBL_GP3_PRY	MBL	2.0	58	oncodrivefml	combination	0.000924983431496		43.0	3	Act	False		False	0.0	0.0	False	False	0.0	False	False	False	5.0	False	False	No driver
THBS3	ENST00000368378	OTHER_WGS_BRCA_SCANB_TNBC_2019	BRCA	3.0	237	oncodrivefml	combination	0.0035537848948916		86.0	3	LoF	False		False	0.0	0.0	False	False	0.0	False	False	False	0.0	False	False	No driver
THBS3	ENST00000368378	TCGA_WXS_CCRCC	CCRCC	4.0	358	smregions	combination	0.0362480902053716		65.0	3	Act	False		False	0.0	0.0	False	False	0.0	False	False	False	0.0	False	False	No driver
THBS3	ENST00000368378	TCGA_WXS_PRAD	PRAD	3.0	494	smregions	combination	0.0181810545878588		88.0	3	Act	False		False	0.0	0.0	False	False	0.0	False	False	False	0.0	False	False	No driver
THBS4	ENST00000350881	TCGA_WXS_PRCC	PRCC	3.0	276	oncodriveclustl	combination	0.1416557037475291		34.0	4	LoF	False		False	0.0	0.0	False	False	0.0	False	False	False	3.0	False	False	No driver
THEMIS	ENST00000368248	TCGA_WXS_HNSC	HNSC	8.0	502	oncodriveclustl	combination	0.3008680169488151		47.0	4	LoF	False		False	0.0	0.0	False	False	0.0	False	False	False	0.0	False	False	No driver
THEMIS	ENST00000368248	HARTWIG_WGS_SCLC_2023	SCLC	6.0	52	dndscv,smregions	combination	0.0010707713751617		96.0	3	Act	False		False	0.0	0.0	False	False	0.0	False	False	False	0.0	False	False	No driver
THOC2	ENST00000245838	CBIOP_WXS_SCLC_UCOLOGNE_2015	SCLC	11.0	107	cbase,mutpanning	combination	0.0193889945083782		13.0	1	LoF	False		False	0.0	0.0	False	False	0.0	False	False	False	1.0	False	False	No driver
THOC5	ENST00000490103	HARTWIG_WGS_NSCLC_2023	NSCLC	9.0	510	hotmaps	combination	0.133783362166137		45.0	4	Act	False		False	0.0	0.0	False	False	0.0	False	False	False	0.0	False	False	No driver
THRAP3	ENST00000354618	TCGA_WXS_AML	AML	3.0	140	cbase	combination	9.325383940612331e-05	0.0001616211112183	50.0	1	LoF	True	2.0	False	0.0	0.0	False	False	0.0	False	False	False	0.0	False	True	PASS
THSD4	ENST00000261862	CBIOP_WXS_BCC_UNIGE_2016_TREAT	BCC	4.0	11	smregions	combination	0.0090223299819258		121.0	3	Act	False		False	0.0	0.0	False	False	0.0	False	False	False	0.0	False	False	No driver
THSD4	ENST00000261862	ICGC_WXS_HCC_LICA_CN_STRELKA_2019	HCC	34.0	115	oncodrivefml	combination	0.1217141444410131		149.0	4	ambiguous	False		False	0.0	0.0	False	False	4.0	False	False	False	0.0	False	False	No driver
THSD7A	ENST00000423059	OTHER_WGS_BRCA_SCANB_TNBC_2019	BRCA	5.0	237	cbase	combination	0.0033842873581753		121.0	3	LoF	False		False	0.0	0.0	False	False	0.0	False	True	False	0.0	False	False	No driver
THSD7A	ENST00000423059	TCGA_WXS_CESC	CESC	9.0	288	cbase	cbase	4.4153141266771104e-05		46.0	1	LoF	False		False	0.0	0.1111111111111111	False	False	0.0	False	True	False	0.0	False	False	No driver
THSD7A	ENST00000423059	OTHER_WGS_DLBCL_NATCOM_2018	DLBCLNOS	8.0	153	cbase	cbase	0.0052144149977597		152.0	3	LoF	False		False	0.1428571428571428	0.0	False	False	0.0	False	True	False	0.0	False	False	No driver
THSD7A	ENST00000423059	PCAWG_WGS_ESO_ADENOCA	ESCA	4.0	97	smregions	combination	0.0890216376732606		131.0	4	Act	False		False	0.0	0.0	False	False	0.0	False	True	False	0.0	False	False	No driver
THSD7A	ENST00000423059	ICGC_WXS_GBM_GBM_CN_2019	GBM	2.0	78	oncodrivefml,cbase	combination	0.000518828978808		33.0	3	LoF	False		False	0.0	0.0	False	False	0.0	False	True	False	0.0	False	False	No driver
THSD7A	ENST00000423059	CBIOP_WXS_HNSC_BROAD	HNSC	11.0	70	smregions	combination	0.1710052691593247		121.0	4	LoF	False		False	0.0	0.0	False	False	0.0	False	True	False	0.0	False	False	No driver
THSD7A	ENST00000423059	CPTAC_WXS_LUSC_2020	LUSC	21.0	108	oncodriveclustl	combination	0.0990125289951077		148.0	4	Act	False		False	0.0526315789473684	0.0	False	False	1.0	False	True	False	0.0	False	False	No driver
THSD7A	ENST00000423059	ICGC_WXS_NPC_ORCA_IN_2019	NPC	8.0	106	smregions	combination	0.0716015296938721		164.0	4	LoF	False		False	0.0	0.0	False	False	0.0	False	True	False	0.0	False	False	No driver
THSD7A	ENST00000423059	ICGC_WXS_PAAD_PACA_AU_2019	PAAD	5.0	134	dndscv,cbase	combination	0.000160541530498		15.0	1	Act	False		False	0.0	0.0	False	False	0.0	False	True	False	0.0	False	False	No driver
THSD7A	ENST00000423059	TCGA_WXS_SOFT_TISSUE	SOFT_TISSUE	7.0	234	smregions,cbase	combination	0.0014143290135808		12.0	3	LoF	False		False	0.0	0.0	False	False	0.0	False	True	False	0.0	False	False	No driver
THSD7A	ENST00000423059	ICGC_WXS_STAD_GACA_CN_2019	STAD	2.0	84	oncodrivefml	combination	0.0033075472773538		43.0	3	LoF	False		False	0.0	0.0	False	False	0.0	False	True	False	0.0	False	False	No driver
THSD7A	ENST00000423059	HARTWIG_WGS_STOMACH_2023	STOMACH	4.0	45	cbase,mutpanning	combination	5.097241210892619e-05		18.0	1	LoF	False		False	0.0	0.0	False	False	0.0	False	True	False	0.0	False	False	No driver
THSD7B	ENST00000409968	CBIOP_WXS_CLL_IUOPA_2015	CLLSLL	3.0	506	smregions	smregions	0.0167599887495247		90.0	3	Act	False		False	0.0	0.0	False	False	0.0	False	True	False	0.0	False	False	No driver
THSD7B	ENST00000409968	ICGC_WXS_COADREAD_COCA_CN_VARSCAN_2019	COADREAD	8.0	99	cbase	combination	0.0038414790784636		41.0	3	LoF	False		False	0.0	0.0	False	False	0.0	False	True	False	0.0	False	False	No driver
THSD7B	ENST00000409968	PCAWG_WGS_COLORECT_ADENOCA	COADREAD	4.0	52	cbase	combination	0.0002862462322316		126.0	3	LoF	False		False	0.0	0.0	False	False	0.0	False	True	False	0.0	False	False	No driver
THSD7B	ENST00000409968	CBIOP_WXS_DLBC_BROAD_2012	DLBCLNOS	2.0	58	oncodrivefml	combination	0.0069130767781868		67.0	1	LoF	False		False	0.5	0.0	False	False	0.0	False	True	False	0.0	False	False	No driver
THSD7B	ENST00000409968	ICGC_WXS_HCC_LICA_FR_2019	HCC	9.0	211	oncodrivefml,cbase	cbase	1.5980364559429773e-05		16.0	1	LoF	False		False	0.0	0.0	False	False	0.0	False	True	False	0.0	False	False	No driver
THSD7B	ENST00000409968	CPTAC_WXS_HNSC_2020	HNSC	5.0	110	smregions	combination	0.0488024716953072		95.0	3	LoF	False		False	0.0	0.25	False	False	0.0	False	True	False	0.0	False	False	No driver
THSD7B	ENST00000409968	ICGC_WGS_LMS_LMS_FR_2019	LMS	2.0	67	cbase	combination	0.0003272635953441		26.0	3	LoF	False		False	0.0	0.0	False	False	0.0	False	True	False	0.0	False	False	No driver
THSD7B	ENST00000409968	ICGC_WGS_LUSC_LUSC_KR_2019	LUSC	4.0	30	mutpanning	combination	0.0614642424566246		99.0	4	LoF	False		False	0.0	0.0	False	False	1.0	False	True	False	0.0	False	False	No driver
THSD7B	ENST00000409968	CBIOP_WXS_SKCM_BROAD	MEL	24.0	88	oncodriveclustl	combination	0.2573000879760102		22.0	4	LoF	False		False	0.0	0.0	False	False	1.0	False	True	False	0.0	False	False	No driver
THSD7B	ENST00000409968	CBIOP_WXS_CM_VALLEN_2018	MEL	57.0	151	oncodriveclustl,mutpanning	combination	2.424100142874343e-06		29.0	1	Act	False		False	0.0	0.0	False	False	3.0	False	True	False	0.0	False	False	No driver
THSD7B	ENST00000409968	TCGA_WXS_MEL	MEL	263.0	466	oncodriveclustl	oncodriveclustl	0.0394959772991886		179.0	3	Act	False		False	0.0038022813688212	0.0	False	False	21.0	False	True	False	0.0	False	False	No driver
THSD7B	ENST00000409968	HARTWIG_WGS_MT_2023	MT	5.0	24	dndscv,cbase,mutpanning	combination	9.172152305398638e-06		5.0	1	Act	False		False	0.0	0.0	False	False	0.0	False	True	False	0.0	False	False	No driver
THSD7B	ENST00000409968	PCAWG_WGS_PANC_ADENOCA	PAAD	7.0	232	smregions	combination	0.0512077146948231		58.0	4	Act	False		False	0.0	0.0	False	False	0.0	False	True	False	0.0	False	False	No driver
THSD7B	ENST00000409968	CBIOP_WXS_MM_BROAD_TREAT	PCM	3.0	98	cbase	combination	0.0206743753938466		119.0	3	LoF	False		False	0.0	0.0	False	False	0.0	False	True	False	0.0	False	False	No driver
THSD7B	ENST00000409968	CBIOP_WXS_PRAD_BROAD	PRAD	7.0	112	oncodriveclustl,cbase	combination	0.0053903083128846		42.0	3	Act	False		False	0.0	0.0	False	False	0.0	False	True	False	0.0	False	False	No driver
THSD7B	ENST00000409968	HARTWIG_WGS_SKCM_2023	SKCM	126.0	299	mutpanning	combination	0.0071461030888621		29.0	3	Act	False		False	0.0	0.0	False	False	4.0	False	True	False	0.0	False	False	No driver
THSD7B	ENST00000409968	HARTWIG_WGS_SKIN_2023	SKIN	7.0	26	smregions	combination	0.1310137671763264		58.0	4	LoF	False		False	0.0	0.0	False	False	1.0	False	True	False	0.0	False	False	No driver
THUMPD3	ENST00000452837	HARTWIG_WGS_READ_2023	READ	2.0	54	oncodrivefml	combination	0.0081006408613031		81.0	3	LoF	False		False	0.0	0.0	False	False	0.0	False	False	False	0.0	False	False	No driver
TIAL1	ENST00000436547	HARTWIG_WGS_BRCA_2023	BRCA	3.0	826	smregions	combination	0.0294742242898363		69.0	3	LoF	False		False	0.0	0.3333333333333333	False	False	0.0	False	False	False	0.0	False	False	No driver
TIAM1	ENST00000541036	HARTWIG_WGS_COADREAD_2023	COADREAD	25.0	528	cbase	cbase	0.0024957838243334		98.0	3	LoF	False		False	0.0	0.0	False	False	0.0	False	False	False	7.0	False	False	No driver
TIAM1	ENST00000541036	CBIOP_WXS_MM_BROAD_UNTREAT	PCM	3.0	91	dndscv	combination	0.0325721861427636		83.0	3	Act	False		False	0.0	0.0	False	False	0.0	False	False	False	7.0	False	False	No driver
TIAM2	ENST00000682666	PCAWG_WGS_ESO_ADENOCA	ESCA	3.0	97	smregions	combination	0.0459892485093906		131.0	3	Act	False		False	0.0	0.0	False	False	0.0	False	False	False	1.0	False	False	No driver
TIAM2	ENST00000682666	PCAWG_WGS_PANC_ADENOCA	PAAD	4.0	232	smregions	combination	0.0113902016391234		58.0	3	Act	False		False	0.0	0.0	False	False	0.0	False	False	False	1.0	False	False	No driver
TICAM1	ENST00000248244	HARTWIG_WGS_ANSC_2023	ANSC	2.0	21	oncodrivefml,cbase	combination	0.0004018687755707		41.0	3	LoF	False		False	0.0	0.0	False	False	0.0	False	False	False	0.0	False	False	No driver
TICAM1	ENST00000248244	ICGC_WGS_LMS_LMS_FR_2019	LMS	10.0	67	dndscv	combination	0.0304090111779503		105.0	3	Act	False		False	0.0	0.0	False	False	0.0	False	False	False	0.0	False	False	No driver
TICRR	ENST00000268138	HARTWIG_WGS_GBC_2023	GBC	2.0	22	oncodrivefml	combination	0.0086366241840252		33.0	3	Act	False		False	0.0	0.0	False	False	0.0	False	False	False	0.0	False	False	No driver
TICRR	ENST00000268138	PCAWG_WGS_SKIN_MELANOMA	MEL	6.0	107	oncodrivefml	combination	0.0395796248523386		126.0	3	LoF	False		False	0.0	0.0	False	False	0.0	False	False	False	0.0	False	False	No driver
